name,stock,price,cat,code,colorType,compatible,qtePage,ref,trademark
TONERLASERC7115X/Q2613X,0,45750,Toner compatible,N¡15A/7115X,Noir,HP laser jet 1200/1200N/1200SE/1220/3300 3300MFP/3310/3320/3320N/3330/3380/ HP laser jet 1300/1300N/1300XI,3500,C7115X/Q2613X,HP
Q2612A,0,47740,Toner Cartridge,2612A,Noir,HP LaserJet 1010/1012/1015/1018/1020/1022/3015/ 3020/3030/3050/3052/3055/M1319f/M1005,2000,Q2612A,HP
Q2612X,0,55000,Toner Cartridge,2612X,Noir,HP LaserJet 1010/1012/1015/1018/1020/1022/3015/ 3020/3030/3050/3052/3055/M1319f/M1005,3500,Q2612X,HP
CE278A,0,37660,Toner Cartridge,278A,Noir,HP LaserJet Pro P1560/1566/1600/1606DN  M1536DNF,2100,CE278A,HP
CE285A,0,37660,Toner Cartridge,285A,Noir,HP 1212nf/1214nfh/1217nfw Pro P1100/1102W Pro M1130/1132/1210,1600,CE285A,HP
CB435A,0,37660,Toner Cartridge,435A,Noir,HP LaserJet P1002/1003/1004/1005/1006/1009,1500,CB435A,HP
CB436A,0,37660,Toner Cartridge,436A,Noir,hp laserjet  P1505/M1120/M1522,2000,CB436A,HP
CC388A,0,39357,Toner Cartridge,388A,Noir,HP LaserJet P1007/1008   M1136,1500,CC388A,HP
C4127A,0,48860,Toner Cartridge,4127A,Noir,HP4000T/4000TN/4050/4050N/ 4050DN/4050T/4050TN/4050SE,6000,C4127A,HP
C4127X,0,55000,Toner Cartridge,4127X,Noir,HP4000T/4000TN/4050/4050N/ 4050DN/4050T/4050TN/4050SE,10000,C4127X,HP
C8061X,0,55000,Toner Cartridge,8061X,Noir,HP4000T/4000TN/4050/4050N/4050DN/4050T/4050TN/4050SE,10000,C8061X,HP
CE505A,0,54.880,Toner Cartridge,505A,Noir,HP P2035/P2055,2300,CE505A,HP
CE505X,0,64000,Toner Cartridge,505X,Noir,HP P2055,6500,CE505X,HP
CC364A,0,92000,Toner Cartridge,364A,Noir,HP P4014/P4015/P4515,10000,CC364A,HP
CC364X,0,123000,Toner Cartridge,364X,Noir,HP P4015/P4515,24000,CC364X,HP
CE255A,0,74060,Toner Cartridge,255A,Noir,HP P3010/P3015/P3016,6000,CE255A,HP
CE255X,0,85000,Toner Cartridge,255X,Noir,HP P3010/P3015/P3016,12500,CE255X,HP
Q2613A,0,47740,Toner Cartridge,2613A,Noir,HPÊJETÊ1300,2500,Q2613A,HP
Q2613X,0,60000,Toner Cartridge,2613X,Noir,HPÊJETÊ1300,4000,Q2613X,HP
Q2624A,0,48540,Toner Cartridge,2624A,Noir,HP1150,2500,Q2624A,HP
CZ192A,0,57800,Toner Cartridge,192A,Noir,HP LaserJet Pro M435nw,12000,CZ192A,HP
CF283A,0,37660,Toner Cartridge,283A,Noir,HP LJ ProMFP M125/M126/M127/M128 Series Printer,1500,CF283A,HP
CF214A,0,37660,Toner Cartridge,214A,Noir,HP LaserJet Enterprise 700 M712/M725,10000,CF214A,HP
CF214X,0,48000,Toner Cartridge,214X,Noir,HP LaserJet Enterprise 700 M712/M725,17500,CF214X,HP
CF280A,0,37660,Toner Cartridge,280A,Noir,HP Laserjet 400M/401DN,2700,CF280A,HP
CF280X,0,48300,Toner Cartridge,280X,Noir,HP Laserjet 400M/401DN,6900,CF280X,HP
CE390A,0,92000,Toner Cartridge,390A,Noir,HP Laserjet  4555/4555/4555dn,10000,CE390A,HP
CE390X,0,11000,Toner Cartridge,390X,Noir,HP Laserjet  4555/4555/4555dn,24000,CE390X,HP
Q2610A,0,47740,Toner Cartridge,2610A,Noir,series of LJ 2300,6000,Q2610A,HP
C3903A,0,37660,Toner Cartridge,3903A,Noir,HP 5p/5mp/6p/6mp/6pse,4000,C3903A,HP
C3906A,0,25200,Toner Cartridge,3906A,Noir,HP LaserJet 5L/5L xtra/5L-FS/6L/6Lse/6Lxi/3100/ 3100se/3100xi/3150/3150xi/3150se,2500,C3906A,HP
C3909A,0,48600,Toner Cartridge,3909A,Noir,HP  5si/5si mopier/5si nx/5si mx/8000/8000n/8000Dn/8000mfp,15000,C3909A,HP
C4092A,0,57800,Toner Cartridge,4092A,Noir,HP 1100/1100a/1100 se/1100xi/1100a xi/3200/3200se/3200ase/3200m,2500,C4092A,HP
C4096A,0,71800,Toner Cartridge,4096A,Noir,HP2000/2100/2100M/2100SE/2100TN/2100XI/2200/2200D/2200DN/2200DSE/2200DT/2200DTN,5000,C4096A,HP
C4182X,0,57400,Toner Cartridge,4182X,Noir,HP8100/8100n/8100Dn/8100mfp/8150/8150n/8150dn /8150hn/8150mfp;mopier 320,20000,C4182X,HP
C4129X,0,115100,Toner Cartridge,4129X,Noir,HP5000/5000n/5000Dn/5000Gn/5000LE/5100/5100tn/5100dtn,10000,C4129X,HP
Q5942A,0,93800,Toner Cartridge,5942A,Noir,HP4240/4250/4250n/4250tn/4250dtn/4250dtnsl/4350 /4350n/4350tn/4350dtn/4350dtnsl,10000,Q5942A,HP
Q5942X,0,125000,Toner Cartridge,5942X,Noir,HP4240/4250/4250n/4250tn/4250dtn/4250dtnsl/4350 /4350n/4350tn/4350dtn/4350dtnsl,20000,Q5942X,HP
Q5945A,0,125000,Toner Cartridge,5945A,Noir,LaserJet 4345MFP,18000,Q5945A,HP
Q5949A,0,52500,Toner Cartridge,5949A,Noir,HP 1160/1320/M3390mfp/M3392mfp,2500,Q5949A,HP
Q5949X,0,65900,Toner Cartridge,5949X,Noir,HP  1320/M3390mfp/M3392mfp,6000,Q5949X,HP
Q6511X,0,85400,Toner Cartridge,6511X,Noir,LaserJet 2400/2420/2430,12000,Q6511X,HP
Q6511A,0,73600,Toner Cartridge,6511A,Noir,LaserJet 2400/2420/2430,6000,Q6511A,HP
C7115A,0,41900,Toner Cartridge,7115A,Noir,HP LJ 1000A/1200/1220/3300/3330/3380 & CANON LBP-1210,2500,C7115A,HP
C7115X,0,46900,Toner Cartridge,7115X,Noir,,3500,C7115X,HP
Q7516A,0,113900,Toner Cartridge,7516A,Noir,HPLJ5200/5200N/5200TN,12000,Q7516A,HP
Q7570A,0,35600,Toner Cartridge,7570A,Noir,HP LaserJet M5025/5035/5035x/5035xsMPF,15000,Q7570A,HP
Q7551A,0,45500,Toner Cartridge,7551A,Noir,HP P3005/P3005n/P3005d/P3005dn/3005x/ M3027MFP/M3027xMFP/M3035MFP/M3035xsMFP,7000,Q7551A,HP
Q7551x,0,135900,Toner Cartridge,7551x,Noir,HP P3005/P3005n/P3005d/P3005dn/3005x/ M3027MFP/M3027xMFP/M3035MFP/M3035xsMFP,13000,Q7551x,HP
Q7553A,0,52700,Toner Cartridge,7553A,Noir,HP LaserJet  P2014/P2015/M2727nfMFP/M2727mfsMFP,3000,Q7553A,HP
Q7553X,0,104900,Toner Cartridge,7553X,Noir,HP LaserJet  P2015/M2727nfMFP/M2727mfsMFP,7000,Q7553X,HP
92274A,0,62100,Toner Cartridge,92274A,Noir,HP LaserJet 4L/4LC/4ML/4P/4MP/C2003A,3500,92274A,HP
92298A,0,30000,Toner Cartridge,92298A,Noir,LJ 4/4M/4 Plus/4M Plus/5/5M/5N,6800,92298A,HP
92298X,0,42900,Toner Cartridge,92298X,Noir,LJ 4/4M/4 Plus/4M Plus/5/5M/5N,8800,92298X,HP
Q1338A,0,85900,Toner Cartridge,1338A,Noir,series of LJ 4200,12000,Q1338A,HP
Q1339A,0,105900,Toner Cartridge,1339A,Noir,series of LJ 4300,18000,Q1339A,HP
C8543X,0,180950,Toner Cartridge,8543X,Noir,HP LaserJet 9000/9000n/9000Dn/9000Hns/ 9000mfp/9040mfp/9050/9050n/9050dn/9050mfp,25000,C8543X,HP
CF217A,0,30000,Toner Cartridge,217A,Noir,HP Laserjet pro M102 MFP M130/M132,1600,CF217A,HP
CF218A,0,30000,Toner Cartridge,218A,Noir,HP Laserjet pro M104 MFP M130/M132,1400,CF218A,HP
CF230A,0,30000,Toner Cartridge,230A,Noir,HP Laserjet pro M203 MFP M227,1600,CF230A,HP
CF230X,0,42900,Toner Cartridge,230X,Noir,HP Laserjet pro M203 MFP M227,3500,CF230X,HP
CF279A,0,42600,Toner Cartridge,279A,Noir,HP Laserjet pro M12 MFP M26,1000,CF279A,HP
CF226A,0,35900,Toner Cartridge,226A,Noir,HP Laserjet pro 400 M402,3100,CF226A,HP
CF226X,0,113500,Toner Cartridge,226X,Noir,HP Laserjet pro 400 M402,9000,CF226X,HP
CF228A,0,113500,Toner Cartridge,228A,Noir,HP Laserjet pro 400 M426/M427,3000,CF228A,HP
CF228X,0,56900,Toner Cartridge,228X,Noir,HP Laserjet pro 400 M426/M427,9200,CF228X,HP
CF287A,0,118900,Toner Cartridge,287A,Noir,HP Laserjet pro 500 M506/MFP M57,9000,CF287A,HP
CF287X,0,170900,Toner Cartridge,287X,Noir,HP Laserjet pro 500 M506/MFP M57,18000,CF287X,HP
CF283X,0,30000,Toner Cartridge,283X,Noir,HP LJ ProMFP M201/202/225/226,2200,CF283X,HP
CF281A,0,96900,Toner Cartridge,281A,Noir,HP Laserjet Enterprise MFP M630h/M630f/Flow MFP M630Z,10500,CF281A,HP
CF281X,0,164000,Toner Cartridge,281X,Noir,HP Laserjet Enterprise MFP M630h/M630f/Flow MFP M630Z,25000,CF281X,HP
CF325X,0,174950,Toner Cartridge,325X,Noir,HP Laserjet Enterprise MFP M806/EP flow MFP M830,25000,CF325X,HP
C8061A,0,42600,Toner,061A,Noir,HP4000T/4000TN/4050/4050N/ 4050DN/4050T/4050TN/4050SE,6000,C8061A,HP
CF380X,0,57300,Toner,380X,Noir,HP Color Laserjet Pro M476dn,4400,CF380X,HP
CF219A,0,48900,Toner,219A,Noir,HP Laserjet Pro M102/M104 MFP M130/M132,12000,CF219A,HP
CF231A,0,171700,Toner,231A,Noir,HP Laserjet Ultra M206/MFP M230,5000,CF231A,HP
CF232A,0,68950,Toner Tambour,232A,Noir,HP Laserjet Pro M203/M206 MFP M227/M230,23000,CF232A,HP
CF233A,0,30000,Toner,233A,Noir,HP Laserjet Ultra M106/MFP M134,2300,CF233A,HP
CF234A,0,30000,Toner,234A,Noir,HP Laserjet Ultra M106/MFP M134,7500,CF234A,HP
CF350A,0,35900,Toner,350A,Noir,"LaserJet Pro MFP M176, HP Color LaserJet Pro MFP M177",1300,CF350A,HP
CF351A,0,30000,Toner,351A,Cyan,"LaserJet Pro MFP M176, HP Color LaserJet Pro MFP M177",1000,CF351A,HP
CF352A,0,30000,Toner,352A,Jaune,"LaserJet Pro MFP M176, HP Color LaserJet Pro MFP M177",1000,CF352A,HP
CF353A,0,30000,Toner,353A,Magenta,"LaserJet Pro MFP M176, HP Color LaserJet Pro MFP M177",1000,CF353A,HP
C9700A,0,29000,Toner,9700A,Noir,LaserJet 1500/2500,4000,C9700A,HP
C9701A,0,27000,Toner,9701A,Cyan,LaserJet 1500/2500,3000,C9701A,HP
C9702A,0,27000,Toner,9702A,Jaune,LaserJet 1500/2500,3000,C9702A,HP
C9703A,0,27000,Toner,9703A,Magenta,LaserJet 1500/2500,3000,C9703A,HP
C9704A,0,27000,Drum,9704A,Tambour,LaserJet 1500/2500,20000,C9704A,HP
Q3960A,0,35000,Toner,3960A,Noir,LaserJet 2550/2820/2830/2840,4000,Q3960A,HP
Q3961A,0,30000,Toner,3961A,Cyan,LaserJet 2550/2820/2830/2840,3000,Q3961A,HP
Q3962A,0,30000,Toner,3962A,Jaune,LaserJet 2550/2820/2830/2840,3000,Q3962A,HP
Q3963A,0,30000,Toner,3963A,Magenta,LaserJet 2550/2820/2830/2840,3000,Q3963A,HP
Q3964A,0,30000,Drum,3964A,Noir,LaserJet 2550/2820/2830/2840,20000,Q3964A,HP
Q3971A,0,30000,Toner,3971A,Cyan,LaserJet 2550/2820/2830/2840,2000,Q3971A,HP
Q3972A,0,30000,Toner,3972A,Jaune,LaserJet 2550/2820/2830/2840,2000,Q3972A,HP
Q3973A,0,30000,Toner,3973A,Magenta,LaserJet 2550/2820/2830/2840,2000,Q3973A,HP
C9720A,0,35000,Toner Cartridge,9720A,Noir,LaserJet 4600/4610/4650,7000,C9720A,HP
C9721A,0,30000,Toner Cartridge,9721A,Cyan,LaserJet 4600/4610/4650,6000,C9721A,HP
C9722A,0,30000,Toner Cartridge,9722A,Jaune,LaserJet 4600/4610/4650,6000,C9722A,HP
C9723A,0,30000,Toner Cartridge,9723A,Magenta,LaserJet 4600/4610/4650,6000,C9723A,HP
C9730A,0,35000,Toner Cartridge,9730A,Noir,LaserJet 5500/5550,13000,C9730A,HP
C9731A,0,30000,Toner Cartridge,9731A,Cyan,LaserJet 5500/5550,12000,C9731A,HP
C9732A,0,30000,Toner Cartridge,9732A,Jaune,LaserJet 5500/5550,12000,C9732A,HP
C9733A,0,30000,Toner Cartridge,9733A,Magenta,LaserJet 5500/5550,12000,C9733A,HP
Q6000A,0,35000,Toner Cartridge,6000A,Noir,LaserJet 1600/2600n/2605/2605dn/2605dtn/CM1015MFP/ CM1017MFP,2500,Q6000A,HP
Q6001A,0,30000,Toner Cartridge,6001A,Cyan,LaserJet 1600/2600n/2605/2605dn/2605dtn/CM1015MFP/ CM1017MFP,2000,Q6001A,HP
Q6002A,0,30000,Toner Cartridge,6002A,Jaune,LaserJet 1600/2600n/2605/2605dn/2605dtn/CM1015MFP/ CM1017MFP,2000,Q6002A,HP
Q6003A,0,30000,Toner Cartridge,6003A,Magenta,LaserJet 1600/2600n/2605/2605dn/2605dtn/CM1015MFP/ CM1017MFP,2000,Q6003A,HP
Q2670A,0,30000,Toner Cartridge,2670A,Noir,LaserJet 3500/3550/3700,6000,Q2670A,HP
Q2671A,0,30000,Toner Cartridge,2671A,Cyan,LaserJet 3700,6000,Q2671A,HP
Q2672A,0,30000,Toner Cartridge,2672A,Jaune,LaserJet 3700,6000,Q2672A,HP
Q2673A,0,30000,Toner Cartridge,2673A,Magenta,LaserJet 3700,6000,Q2673A,HP
Q6470A,0,35000,Toner Cartridge,6470A,Noir,HP Color LaserJet 3600/3800/CP3505,6000,Q6470A,HP
Q6471A,0,30000,Toner Cartridge,6471A,Cyan,LaserJet 3600,4000,Q6471A,HP
Q6472A,0,30000,Toner Cartridge,6472A,Jaune,LaserJet 3600,4000,Q6472A,HP
Q6473A,0,30000,Toner Cartridge,6473A,Magenta,LaserJet 3600,4000,Q6473A,HP
Q7581A,0,30000,Toner Cartridge,7581A,Cyan,HP 3800/CP3505,6000,Q7581A,HP
Q7582A,0,30000,Toner Cartridge,7582A,Jaune,HP 3800/CP3505,6000,Q7582A,HP
Q7583A,0,30000,Toner Cartridge,7583A,Magenta,HP 3800/CP3505,6000,Q7583A,HP
Q7560A,0,35000,Toner Cartridge,7560A,Noir,HP Color LaserJet 2700/2700n/3000/3000n/3000dn/3000dtn,6500,Q7560A,HP
Q7561A,0,30000,Toner Cartridge,7561A,Cyan,HP Color LaserJet 2700/2700n/3000/3000n/3000dn/3000dtn,3500,Q7561A,HP
Q7562A,0,30000,Toner Cartridge,7562A,Jaune,HP Color LaserJet 2700/2700n/3000/3000n/3000dn/3000dtn,3500,Q7562A,HP
Q7563A,0,30000,Toner Cartridge,7563A,Magenta,HP Color LaserJet 2700/2700n/3000/3000n/3000dn/3000dtn,3500,Q7563A,HP
Q6460A,0,35000,Toner Cartridge,6460A,Noir,HP Color LaserJet 4730MFP/4730fMFP/4730fmMFP/4730fskMFP,10000,Q6460A,HP
Q6461A,0,30000,Toner Cartridge,6461A,Cyan,HP Color LaserJet 4730MFP/4730fMFP/4730fmMFP/4730fskMFP,8000,Q6461A,HP
Q6462A,0,30000,Toner Cartridge,6462A,Jaune,HP Color LaserJet 4730MFP/4730fMFP/4730fmMFP/4730fskMFP,8000,Q6462A,HP
Q6463A,0,30000,Toner Cartridge,6463A,Magenta,HP Color LaserJet 4730MFP/4730fMFP/4730fmMFP/4730fskMFP,8000,Q6463A,HP
Q5950A,0,35000,Toner Cartridge,5950A,Noir,HP Color LaserJet 4700/4700n/4700dn/4700dtn/4700ph+,10000,Q5950A,HP
Q5951A,0,30000,Toner Cartridge,5951A,Cyan,HP Color LaserJet 4700/4700n/4700dn/4700dtn/4700ph+,8000,Q5951A,HP
Q5952A,0,30000,Toner Cartridge,5952A,Jaune,HP Color LaserJet 4700/4700n/4700dn/4700dtn/4700ph+,8000,Q5952A,HP
Q5953A,0,30000,Toner Cartridge,5953A,Magenta,HP Color LaserJet 4700/4700n/4700dn/4700dtn/4700ph+,8000,Q5953A,HP
CB540A,0,50000,Toner Cartridge,540A,Noir,LaserJet CM1300/CM1312/CP1210/CP1215/CP1515n/CP1518ni,2200,CB540A,HP
CB541A,0,30000,Toner Cartridge,541A,Cyan,LaserJet CM1300/CM1312/CP1210/CP1215/CP1515n/CP1518ni,1400,CB541A,HP
CB542A,0,30000,Toner Cartridge,542A,Jaune,LaserJet CM1300/CM1312/CP1210/CP1215/CP1515n/CP1518ni,1400,CB542A,HP
CB543A,0,30000,Toner Cartridge,543A,Magenta,LaserJet CM1300/CM1312/CP1210/CP1215/CP1515n/CP1518ni,1400,CB543A,HP
CC530A,0,50000,Toner Cartridge,530A,Noir,HP CM2320fxiMFP/CM2320nMFP/CM2320nfMFP/ CP2025/CP2025n/CP2025dn/CP2025x,3500,CC530A,HP
CC531A,0,30000,Toner Cartridge,531A,Cyan,HP CM2320fxiMFP/CM2320nMFP/CM2320nfMFP/ CP2025/CP2025n/CP2025dn/CP2025x,2800,CC531A,HP
CC532A,0,30000,Toner Cartridge,532A,Jaune,HP CM2320fxiMFP/CM2320nMFP/CM2320nfMFP/ CP2025/CP2025n/CP2025dn/CP2025x,2800,CC532A,HP
CC533A,0,30000,Toner Cartridge,533A,Magenta,HP CM2320fxiMFP/CM2320nMFP/CM2320nfMFP/ CP2025/CP2025n/CP2025dn/CP2025x,2800,CC533A,HP
CE250X,0,65000,Toner Cartridge,250X,Noir,HP CM3530/CM3530fs/CP3525/CP3525dn/CP3525n/CP3525x,10500,CE250X,HP
CE250A,0,35000,Toner Cartridge,250A,Noir,HP CM3530/CM3530fs/CP3525/CP3525dn/CP3525n/CP3525x,5000,CE250A,HP
CE251A,0,30000,Toner Cartridge,251A,Cyan,HP CM3530/CM3530fs/CP3525/CP3525dn/CP3525n/CP3525x,7000,CE251A,HP
CE252A,0,30000,Toner Cartridge,252A,Jaune,HP CM3530/CM3530fs/CP3525/CP3525dn/CP3525n/CP3525x,7000,CE252A,HP
CE253A,0,30000,Toner Cartridge,253A,Magenta,HP CM3530/CM3530fs/CP3525/CP3525dn/CP3525n/CP3525x,7000,CE253A,HP
CE260X,0,70000,Toner Cartridge,260X,Noir,HP Color LaserJet CP4020/4025/4520/4525,17000,CE260X,HP
CE260A,0,35000,Toner Cartridge,260A,Noir,HP Color LaserJet CP4020/4025/4520/4525,8500,CE260A,HP
CE261A,0,30000,Toner Cartridge,261A,Cyan,HP Color LaserJet CP4020/4025/4520/4525,11000,CE261A,HP
CE262A,0,30000,Toner Cartridge,262A,Jaune,HP Color LaserJet CP4020/4025/4520/4525,11000,CE262A,HP
CE263A,0,30000,Toner Cartridge,263A,Magenta,HP Color LaserJet CP4020/4025/4520/4525,11000,CE263A,HP
CE264X,0,65000,Toner Cartridge,264X,Noir,HP Color LaserJet Enterprise CM4540/CM4540f/CM4540fskm,17000,CE264X,HP
CF031A,0,60000,Toner Cartridge,031A,Cyan,HP Color LaserJet Enterprise CM4540/CM4540f/CM4540fskm,12500,CF031A,HP
CF032A,0,60000,Toner Cartridge,032A,Jaune,HP Color LaserJet Enterprise CM4540/CM4540f/CM4540fskm,12500,CF032A,HP
CF033A,0,60000,Toner Cartridge,033A,Magenta,HP Color LaserJet Enterprise CM4540/CM4540f/CM4540fskm,12500,CF033A,HP
CB400A,0,70000,Toner Cartridge,C00A,Noir,HP CP4005/CP4005dn/CP4005n,7500,CB400A,HP
CB401A,0,65000,Toner Cartridge,401A,Cyan,HP CP4005/CP4005dn/CP4005n,7500,CB401A,HP
CB402A,0,65000,Toner Cartridge,402A,Jaune,HP CP4005/CP4005dn/CP4005n,7500,CB402A,HP
CB403A,0,65000,Toner Cartridge,403A,Magenta,HP CP4005/CP4005dn/CP4005n,7500,CB403A,HP
CE310A,0,35000,Toner Cartridge,310A,Noir,HP  LaserJet Pro CP1025/CP1025NW,1200,CE310A,HP
CE311A,0,30000,Toner Cartridge,311A,Cyan,HP  LaserJet Pro CP1025/CP1025NW,1000,CE311A,HP
CE312A,0,30000,Toner Cartridge,312A,Jaune,HP  LaserJet Pro CP1025/CP1025NW,1000,CE312A,HP
CE313A,0,30000,Toner Cartridge,313A,Magenta,HP  LaserJet Pro CP1025/CP1025NW,1000,CE313A,HP
CE314A,0,35000,Toner Cartridge,314A,Tambour,HP  LaserJet Pro CP1025/CP1025NW,14000,CE314A,HP
CE320A,0,40000,Toner Cartridge,320A,Noir,HP CP1525n/CP1525nw/CM1415fnw,2000,CE320A,HP
CE321A,0,35000,Toner Cartridge,321A,Cyan,HP CP1525n/CP1525nw/CM1415fnw,1300,CE321A,HP
CE322A,0,35000,Toner Cartridge,322A,Jaune,HP CP1525n/CP1525nw/CM1415fnw,1300,CE322A,HP
CE323A,0,35000,Toner Cartridge,323A,Magenta,HP CP1525n/CP1525nw/CM1415fnw,1300,CE323A,HP
CE740A,0,40000,Toner Cartridge,740A,Noir,HP Laserjet Pro CP5220/5221/5223/5225/5227/5229,7000,CE740A,HP
CE741A,0,35000,Toner Cartridge,741A,Cyan,HP Laserjet Pro CP5220/5221/5223/5225/5227/5229,7300,CE741A,HP
CE742A,0,35000,Toner Cartridge,742A,Jaune,HP Laserjet Pro CP5220/5221/5223/5225/5227/5229,7300,CE742A,HP
CE743A,0,35000,Toner Cartridge,743A,Magenta,HP Laserjet Pro CP5220/5221/5223/5225/5227/5229,7300,CE743A,HP
CE270A,0,65000,Toner Cartridge,270A,Noir,HP Laserjet Pro CP5525/5525n/5525dn,13500,CE270A,HP
CE271A,0,50000,Toner Cartridge,271A,Cyan,HP Laserjet Pro CP5525/5525n/5525dn,15000,CE271A,HP
CE272A,0,50000,Toner Cartridge,272A,Jaune,HP Laserjet Pro CP5525/5525n/5525dn,15000,CE272A,HP
CE273A,0,50000,Toner Cartridge,273A,Magenta,HP Laserjet Pro CP5525/5525n/5525dn,15000,CE273A,HP
CE340A,0,50000,Toner Cartridge,340A,Noir,Enterprise 700 color MFP M775,13500,CE340A,HP
CE341A,0,45000,Toner Cartridge,341A,Cyan,Enterprise 700 color MFP M775,16000,CE341A,HP
CE342A,0,45000,Toner Cartridge,342A,Jaune,Enterprise 700 color MFP M775,16000,CE342A,HP
CE343A,0,45000,Toner Cartridge,343A,Magenta,Enterprise 700 color MFP M775,16000,CE343A,HP
CE400X,0,65000,Toner Cartridge,400X,Noir,HP Laserjet Enterprise 500 color M551DN/M551N/M551XH,11000,CE400X,HP
CE400A,0,45000,Toner Cartridge,400A,Noir,HP Laserjet Enterprise 500 color M551DN/M551N/M551XH,5500,CE400A,HP
CE401A,0,45000,Toner Cartridge,401A,Cyan,HP Laserjet Enterprise 500 color M551DN/M551N/M551XH,6000,CE401A,HP
CE402A,0,45000,Toner Cartridge,402A,Jaune,HP Laserjet Enterprise 500 color M551DN/M551N/M551XH,6000,CE402A,HP
CE403A,0,45000,Toner Cartridge,403A,Magenta,HP Laserjet Enterprise 500 color M551DN/M551N/M551XH,6000,CE403A,HP
CE410X,0,65000,Toner Cartridge,410X,Noir,"HP Laserjet Pro 400 Color M451DN/M451DW/451NW/MFP M475DW/M475DN,  Laserjet 300 color MFP M375NW",4000,CE410X,HP
CE410A,0,35000,Toner Cartridge,410A,Noir,"HP Laserjet Pro 400 Color M451DN/M451DW/451NW/MFP M475DW/M475DN,  Laserjet 300 color MFP M375NW",2200,CE410A,HP
CE411A,0,30000,Toner Cartridge,411A,Cyan,"HP Laserjet Pro 400 Color M451DN/M451DW/451NW/MFP M475DW/M475DN,  Laserjet 300 color MFP M375NW",2600,CE411A,HP
CE412A,0,30000,Toner Cartridge,412A,Jaune,"HP Laserjet Pro 400 Color M451DN/M451DW/451NW/MFP M475DW/M475DN,  Laserjet 300 color MFP M375NW",2600,CE412A,HP
CE413A,0,30000,Toner Cartridge,413A,Magenta,"HP Laserjet Pro 400 Color M451DN/M451DW/451NW/MFP M475DW/M475DN,  Laserjet 300 color MFP M375NW",2600,CE413A,HP
CF210X,0,65000,Toner Cartridge,210X,Noir,HP Laserjet pro 200/M251/M267,2400,CF210X,HP
CF210A,0,35000,Toner Cartridge,210A,Noir,HP Laserjet pro 200/M251/M267,1600,CF210A,HP
CF211A,0,30000,Toner Cartridge,211A,Cyan,HP Laserjet pro 200/M251/M267,1800,CF211A,HP
CF212A,0,30000,Toner Cartridge,212A,Jaune,HP Laserjet pro 200/M251/M267,1800,CF212A,HP
CF213A,0,30000,Toner Cartridge,213A,Magenta,HP Laserjet pro 200/M251/M267,1800,CF213A,HP
CB390A,0,85000,Toner,390A,Noir,HP Color LaserJet CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,19500,CB390A,HP
CB380A,0,85000,Toner,380A,Noir,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/ CP6015dn/CP6015x,16500,CB380A,HP
CB381A,0,75000,Toner,381A,Cyan,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,21000,CB381A,HP
CB382A,0,75000,Toner,382A,Jaune,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,21000,CB382A,HP
CB383A,0,75000,Toner,383A,Magenta,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,21000,CB383A,HP
CB384A,0,85000,Drum,384A,Noir,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,,CB384A,HP
CB385A,0,70000,Drum,385A,Cyan,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,,CB385A,HP
CB386A,0,70000,Drum,386A,Jaune,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,,CB386A,HP
CB387A,0,70000,Drum,387A,Magenta,HP Color LaserJet CP6015n/PC6015xh/CP6015/CP6015de/CP6015dn/CP6015x/CM6030MFP/CM6030fMFPCM6040MFP/CM6040fMFP,,CB387A,HP
CF380A,0,85000,Toner,380A,Noir,HP Color Laserjet Pro M476dn,2400,CF380A,HP
CF381A,0,75000,Toner,381A,Cyan,HP Color Laserjet Pro M476dn,2700,CF381A,HP
CF382A,0,75000,Toner,382A,Jaune,HP Color Laserjet Pro M476dn,2700,CF382A,HP
CF383A,0,75000,Toner,383A,Magenta,HP Color Laserjet Pro M476dn,2700,CF383A,HP
CF400A,0,55000,Toner,400A,Noir,HP Color LaserJet Pro M252/MFP M277 series,1500,CF400A,HP
CF401A,0,45000,Toner,401A,Cyan,HP Color LaserJet Pro M252/MFP M277 series,1400,CF401A,HP
CF402A,0,45000,Toner,402A,Jaune,HP Color LaserJet Pro M252/MFP M277 series,1400,CF402A,HP
CF403A,0,45000,Toner,403A,Magenta,HP Color LaserJet Pro M252/MFP M277 series,1400,CF403A,HP
CF400X,0,55000,Toner,400X,Noir,HP Color LaserJet Pro M252/MFP M277 series,2800,CF400X,HP
